País de residencia,Total Nacional,Comunidades y Ciudades Autónomas,Total
348 Perú,TOTAL,Castilla y León,1.283
348 Perú,TOTAL,Castilla-La Mancha,404
348 Perú,TOTAL,Cataluña,3.873
348 Perú,TOTAL,Comunitat Valenciana,656
348 Perú,TOTAL,Extremadura,203
348 Perú,TOTAL,Galicia,1.201
348 Perú,TOTAL,Madrid,
348 Perú,TOTAL,Murcia,
348 Perú,TOTAL,Navarra,
348 Perú,TOTAL,País Vasco,795
348 Perú,TOTAL,Rioja,
348 Perú,TOTAL,Ciudad autónoma de Ceuta,12
348 Perú,TOTAL,Ciudad autónoma de Melilla,2
390 Puerto Rico (*),TOTAL,,6.429
390 Puerto Rico (*),TOTAL,Andalucía,453
390 Puerto Rico (*),TOTAL,Aragón,130
390 Puerto Rico (*),TOTAL,Asturias,
390 Puerto Rico (*),TOTAL,Balears,
390 Puerto Rico (*),TOTAL,Canarias,211
390 Puerto Rico (*),TOTAL,Cantabria,116
390 Puerto Rico (*),TOTAL,Castilla y León,680
390 Puerto Rico (*),TOTAL,Castilla-La Mancha,87
390 Puerto Rico (*),TOTAL,Cataluña,514
390 Puerto Rico (*),TOTAL,Comunitat Valenciana,204
390 Puerto Rico (*),TOTAL,Extremadura,32
390 Puerto Rico (*),TOTAL,Galicia,942
390 Puerto Rico (*),TOTAL,Madrid,
390 Puerto Rico (*),TOTAL,Murcia,
390 Puerto Rico (*),TOTAL,Navarra,
390 Puerto Rico (*),TOTAL,País Vasco,309
390 Puerto Rico (*),TOTAL,Rioja,
390 Puerto Rico (*),TOTAL,Ciudad autónoma de Ceuta,5
390 Puerto Rico (*),TOTAL,Ciudad autónoma de Melilla,3
326 República Dominicana,TOTAL,,18.866
326 República Dominicana,TOTAL,Andalucía,962
326 República Dominicana,TOTAL,Aragón,261
326 República Dominicana,TOTAL,Asturias,
326 República Dominicana,TOTAL,Balears,
326 República Dominicana,TOTAL,Canarias,693
326 República Dominicana,TOTAL,Cantabria,289
326 República Dominicana,TOTAL,Castilla y León,1.323
326 República Dominicana,TOTAL,Castilla-La Mancha,283
326 República Dominicana,TOTAL,Cataluña,2.601
326 República Dominicana,TOTAL,Comunitat Valenciana,618
326 República Dominicana,TOTAL,Extremadura,93
326 República Dominicana,TOTAL,Galicia,2.014
326 República Dominicana,TOTAL,Madrid,
326 República Dominicana,TOTAL,Murcia,
326 República Dominicana,TOTAL,Navarra,
326 República Dominicana,TOTAL,País Vasco,367
326 República Dominicana,TOTAL,Rioja,
326 República Dominicana,TOTAL,Ciudad autónoma de Ceuta,2
326 República Dominicana,TOTAL,Ciudad autónoma de Melilla,7
329 San Cristóbal y Nieves,TOTAL,,3
329 San Cristóbal y Nieves,TOTAL,Andalucía,..
329 San Cristóbal y Nieves,TOTAL,Aragón,1
329 San Cristóbal y Nieves,TOTAL,Asturias,
329 San Cristóbal y Nieves,TOTAL,Balears,
329 San Cristóbal y Nieves,TOTAL,Canarias,1
329 San Cristóbal y Nieves,TOTAL,Cantabria,..
329 San Cristóbal y Nieves,TOTAL,Castilla y León,..
329 San Cristóbal y Nieves,TOTAL,Castilla-La Mancha,..
329 San Cristóbal y Nieves,TOTAL,Cataluña,..
329 San Cristóbal y Nieves,TOTAL,Comunitat Valenciana,..
329 San Cristóbal y Nieves,TOTAL,Extremadura,..
329 San Cristóbal y Nieves,TOTAL,Galicia,1
329 San Cristóbal y Nieves,TOTAL,Madrid,
329 San Cristóbal y Nieves,TOTAL,Murcia,
329 San Cristóbal y Nieves,TOTAL,Navarra,
329 San Cristóbal y Nieves,TOTAL,País Vasco,..
329 San Cristóbal y Nieves,TOTAL,Rioja,
329 San Cristóbal y Nieves,TOTAL,Ciudad autónoma de Ceuta,..
329 San Cristóbal y Nieves,TOTAL,Ciudad autónoma de Melilla,..
325 San Vicente y Granadinas,TOTAL,,2
325 San Vicente y Granadinas,TOTAL,Andalucía,..
325 San Vicente y Granadinas,TOTAL,Aragón,..
325 San Vicente y Granadinas,TOTAL,Asturias,
325 San Vicente y Granadinas,TOTAL,Balears,
325 San Vicente y Granadinas,TOTAL,Canarias,..
325 San Vicente y Granadinas,TOTAL,Cantabria,..
325 San Vicente y Granadinas,TOTAL,Castilla y León,..
325 San Vicente y Granadinas,TOTAL,Castilla-La Mancha,..
325 San Vicente y Granadinas,TOTAL,Cataluña,1
325 San Vicente y Granadinas,TOTAL,Comunitat Valenciana,..
325 San Vicente y Granadinas,TOTAL,Extremadura,..
325 San Vicente y Granadinas,TOTAL,Galicia,1
325 San Vicente y Granadinas,TOTAL,Madrid,
325 San Vicente y Granadinas,TOTAL,Murcia,
325 San Vicente y Granadinas,TOTAL,Navarra,
325 San Vicente y Granadinas,TOTAL,País Vasco,..
325 San Vicente y Granadinas,TOTAL,Rioja,
325 San Vicente y Granadinas,TOTAL,Ciudad autónoma de Ceuta,..
325 San Vicente y Granadinas,TOTAL,Ciudad autónoma de Melilla,..
328 Santa Lucía,TOTAL,,5
328 Santa Lucía,TOTAL,Andalucía,1
328 Santa Lucía,TOTAL,Aragón,..
328 Santa Lucía,TOTAL,Asturias,
328 Santa Lucía,TOTAL,Balears,
328 Santa Lucía,TOTAL,Canarias,..
328 Santa Lucía,TOTAL,Cantabria,..
328 Santa Lucía,TOTAL,Castilla y León,..
328 Santa Lucía,TOTAL,Castilla-La Mancha,1
328 Santa Lucía,TOTAL,Cataluña,1
328 Santa Lucía,TOTAL,Comunitat Valenciana,..
328 Santa Lucía,TOTAL,Extremadura,..
328 Santa Lucía,TOTAL,Galicia,..
328 Santa Lucía,TOTAL,Madrid,
328 Santa Lucía,TOTAL,Murcia,
328 Santa Lucía,TOTAL,Navarra,
328 Santa Lucía,TOTAL,País Vasco,..
328 Santa Lucía,TOTAL,Rioja,
328 Santa Lucía,TOTAL,Ciudad autónoma de Ceuta,..
328 Santa Lucía,TOTAL,Ciudad autónoma de Melilla,..
349 Surinam,TOTAL,,3
349 Surinam,TOTAL,Andalucía,..
349 Surinam,TOTAL,Aragón,..
349 Surinam,TOTAL,Asturias,
349 Surinam,TOTAL,Balears,
349 Surinam,TOTAL,Canarias,1
349 Surinam,TOTAL,Cantabria,..
349 Surinam,TOTAL,Castilla y León,..
349 Surinam,TOTAL,Castilla-La Mancha,..
349 Surinam,TOTAL,Cataluña,2
349 Surinam,TOTAL,Comunitat Valenciana,..
349 Surinam,TOTAL,Extremadura,..
349 Surinam,TOTAL,Galicia,..
349 Surinam,TOTAL,Madrid,
349 Surinam,TOTAL,Murcia,
349 Surinam,TOTAL,Navarra,
349 Surinam,TOTAL,País Vasco,..
349 Surinam,TOTAL,Rioja,
349 Surinam,TOTAL,Ciudad autónoma de Ceuta,..
349 Surinam,TOTAL,Ciudad autónoma de Melilla,..
327 Trinidad y Tobago,TOTAL,,52
327 Trinidad y Tobago,TOTAL,Andalucía,7
327 Trinidad y Tobago,TOTAL,Aragón,..
327 Trinidad y Tobago,TOTAL,Asturias,
327 Trinidad y Tobago,TOTAL,Balears,
327 Trinidad y Tobago,TOTAL,Canarias,6
327 Trinidad y Tobago,TOTAL,Cantabria,2
327 Trinidad y Tobago,TOTAL,Castilla y León,4
327 Trinidad y Tobago,TOTAL,Castilla-La Mancha,..
327 Trinidad y Tobago,TOTAL,Cataluña,8
327 Trinidad y Tobago,TOTAL,Comunitat Valenciana,2
327 Trinidad y Tobago,TOTAL,Extremadura,..
327 Trinidad y Tobago,TOTAL,Galicia,2
327 Trinidad y Tobago,TOTAL,Madrid,
327 Trinidad y Tobago,TOTAL,Murcia,
327 Trinidad y Tobago,TOTAL,Navarra,
327 Trinidad y Tobago,TOTAL,País Vasco,..
327 Trinidad y Tobago,TOTAL,Rioja,
327 Trinidad y Tobago,TOTAL,Ciudad autónoma de Ceuta,..
327 Trinidad y Tobago,TOTAL,Ciudad autónoma de Melilla,1
350 Uruguay,TOTAL,,59.681
350 Uruguay,TOTAL,Andalucía,2.141
350 Uruguay,TOTAL,Aragón,391
350 Uruguay,TOTAL,Asturias,
350 Uruguay,TOTAL,Balears,
350 Uruguay,TOTAL,Canarias,1.598
350 Uruguay,TOTAL,Cantabria,745
350 Uruguay,TOTAL,Castilla y León,1.91
350 Uruguay,TOTAL,Castilla-La Mancha,193
350 Uruguay,TOTAL,Cataluña,3.427
350 Uruguay,TOTAL,Comunitat Valenciana,1.339
350 Uruguay,TOTAL,Extremadura,106
350 Uruguay,TOTAL,Galicia,36.911
350 Uruguay,TOTAL,Madrid,
350 Uruguay,TOTAL,Murcia,
350 Uruguay,TOTAL,Navarra,
350 Uruguay,TOTAL,País Vasco,1.604
350 Uruguay,TOTAL,Rioja,
350 Uruguay,TOTAL,Ciudad autónoma de Ceuta,3
350 Uruguay,TOTAL,Ciudad autónoma de Melilla,7
351 Venezuela,TOTAL,,126.145
351 Venezuela,TOTAL,Andalucía,3.994
351 Venezuela,TOTAL,Aragón,1.334
351 Venezuela,TOTAL,Asturias,
351 Venezuela,TOTAL,Balears,
351 Venezuela,TOTAL,Canarias,51.053
351 Venezuela,TOTAL,Cantabria,1.257
351 Venezuela,TOTAL,Castilla y León,3.178
351 Venezuela,TOTAL,Castilla-La Mancha,943
351 Venezuela,TOTAL,Cataluña,7.201
351 Venezuela,TOTAL,Comunitat Valenciana,3.038
351 Venezuela,TOTAL,Extremadura,377
351 Venezuela,TOTAL,Galicia,30.115
351 Venezuela,TOTAL,Madrid,
351 Venezuela,TOTAL,Murcia,
351 Venezuela,TOTAL,Navarra,
351 Venezuela,TOTAL,País Vasco,4.228
351 Venezuela,TOTAL,Rioja,
351 Venezuela,TOTAL,Ciudad autónoma de Ceuta,106
351 Venezuela,TOTAL,Ciudad autónoma de Melilla,669
401 Afganistán,TOTAL,,14
401 Afganistán,TOTAL,Andalucía,1
401 Afganistán,TOTAL,Aragón,1
401 Afganistán,TOTAL,Asturias,
401 Afganistán,TOTAL,Balears,
401 Afganistán,TOTAL,Canarias,1
401 Afganistán,TOTAL,Cantabria,..
401 Afganistán,TOTAL,Castilla y León,..
401 Afganistán,TOTAL,Castilla-La Mancha,..
401 Afganistán,TOTAL,Cataluña,1
401 Afganistán,TOTAL,Comunitat Valenciana,..
401 Afganistán,TOTAL,Extremadura,1
401 Afganistán,TOTAL,Galicia,2
401 Afganistán,TOTAL,Madrid,
401 Afganistán,TOTAL,Murcia,
401 Afganistán,TOTAL,Navarra,
401 Afganistán,TOTAL,País Vasco,..
401 Afganistán,TOTAL,Rioja,
401 Afganistán,TOTAL,Ciudad autónoma de Ceuta,..
401 Afganistán,TOTAL,Ciudad autónoma de Melilla,..
402 Arabia Saudí,TOTAL,,1.383
402 Arabia Saudí,TOTAL,Andalucía,213
402 Arabia Saudí,TOTAL,Aragón,29
402 Arabia Saudí,TOTAL,Asturias,
402 Arabia Saudí,TOTAL,Balears,
402 Arabia Saudí,TOTAL,Canarias,32
402 Arabia Saudí,TOTAL,Cantabria,21
402 Arabia Saudí,TOTAL,Castilla y León,84
402 Arabia Saudí,TOTAL,Castilla-La Mancha,34
402 Arabia Saudí,TOTAL,Cataluña,147
402 Arabia Saudí,TOTAL,Comunitat Valenciana,125
402 Arabia Saudí,TOTAL,Extremadura,17
402 Arabia Saudí,TOTAL,Galicia,67
402 Arabia Saudí,TOTAL,Madrid,
402 Arabia Saudí,TOTAL,Murcia,
402 Arabia Saudí,TOTAL,Navarra,
402 Arabia Saudí,TOTAL,País Vasco,41
402 Arabia Saudí,TOTAL,Rioja,
402 Arabia Saudí,TOTAL,Ciudad autónoma de Ceuta,1
402 Arabia Saudí,TOTAL,Ciudad autónoma de Melilla,2
442 Azerbaiyán,TOTAL,,15
442 Azerbaiyán,TOTAL,Andalucía,2
442 Azerbaiyán,TOTAL,Aragón,1
442 Azerbaiyán,TOTAL,Asturias,
442 Azerbaiyán,TOTAL,Balears,
442 Azerbaiyán,TOTAL,Canarias,1
442 Azerbaiyán,TOTAL,Cantabria,..
442 Azerbaiyán,TOTAL,Castilla y León,..
442 Azerbaiyán,TOTAL,Castilla-La Mancha,2
442 Azerbaiyán,TOTAL,Cataluña,1
442 Azerbaiyán,TOTAL,Comunitat Valenciana,..
442 Azerbaiyán,TOTAL,Extremadura,..
442 Azerbaiyán,TOTAL,Galicia,..
442 Azerbaiyán,TOTAL,Madrid,
442 Azerbaiyán,TOTAL,Murcia,
442 Azerbaiyán,TOTAL,Navarra,
442 Azerbaiyán,TOTAL,País Vasco,..
442 Azerbaiyán,TOTAL,Rioja,
442 Azerbaiyán,TOTAL,Ciudad autónoma de Ceuta,..
442 Azerbaiyán,TOTAL,Ciudad autónoma de Melilla,..
403 Bahréin,TOTAL,,26
403 Bahréin,TOTAL,Andalucía,5
403 Bahréin,TOTAL,Aragón,2
403 Bahréin,TOTAL,Asturias,
403 Bahréin,TOTAL,Balears,
403 Bahréin,TOTAL,Canarias,1
403 Bahréin,TOTAL,Cantabria,..
403 Bahréin,TOTAL,Castilla y León,1
403 Bahréin,TOTAL,Castilla-La Mancha,..
403 Bahréin,TOTAL,Cataluña,2
403 Bahréin,TOTAL,Comunitat Valenciana,2
403 Bahréin,TOTAL,Extremadura,2
403 Bahréin,TOTAL,Galicia,2
403 Bahréin,TOTAL,Madrid,
403 Bahréin,TOTAL,Murcia,
403 Bahréin,TOTAL,Navarra,
403 Bahréin,TOTAL,País Vasco,1
403 Bahréin,TOTAL,Rioja,
403 Bahréin,TOTAL,Ciudad autónoma de Ceuta,..
403 Bahréin,TOTAL,Ciudad autónoma de Melilla,..
404 Bangladesh,TOTAL,,60
404 Bangladesh,TOTAL,Andalucía,7
404 Bangladesh,TOTAL,Aragón,1
404 Bangladesh,TOTAL,Asturias,
404 Bangladesh,TOTAL,Balears,
404 Bangladesh,TOTAL,Canarias,..
404 Bangladesh,TOTAL,Cantabria,1
404 Bangladesh,TOTAL,Castilla y León,..
404 Bangladesh,TOTAL,Castilla-La Mancha,1
404 Bangladesh,TOTAL,Cataluña,15
404 Bangladesh,TOTAL,Comunitat Valenciana,3
404 Bangladesh,TOTAL,Extremadura,..
404 Bangladesh,TOTAL,Galicia,9
404 Bangladesh,TOTAL,Madrid,
404 Bangladesh,TOTAL,Murcia,
404 Bangladesh,TOTAL,Navarra,
404 Bangladesh,TOTAL,País Vasco,1
404 Bangladesh,TOTAL,Rioja,
404 Bangladesh,TOTAL,Ciudad autónoma de Ceuta,..
404 Bangladesh,TOTAL,Ciudad autónoma de Melilla,..
439 Brunei,TOTAL,,4
439 Brunei,TOTAL,Andalucía,1
439 Brunei,TOTAL,Aragón,..
439 Brunei,TOTAL,Asturias,
439 Brunei,TOTAL,Balears,
439 Brunei,TOTAL,Canarias,..
439 Brunei,TOTAL,Cantabria,..
439 Brunei,TOTAL,Castilla y León,..
439 Brunei,TOTAL,Castilla-La Mancha,..
439 Brunei,TOTAL,Cataluña,..
439 Brunei,TOTAL,Comunitat Valenciana,1
439 Brunei,TOTAL,Extremadura,..
439 Brunei,TOTAL,Galicia,1
439 Brunei,TOTAL,Madrid,
439 Brunei,TOTAL,Murcia,
439 Brunei,TOTAL,Navarra,
439 Brunei,TOTAL,País Vasco,..
439 Brunei,TOTAL,Rioja,
439 Brunei,TOTAL,Ciudad autónoma de Ceuta,..
439 Brunei,TOTAL,Ciudad autónoma de Melilla,..
417 Camboya,TOTAL,,57
417 Camboya,TOTAL,Andalucía,3
417 Camboya,TOTAL,Aragón,2
417 Camboya,TOTAL,Asturias,
417 Camboya,TOTAL,Balears,
417 Camboya,TOTAL,Canarias,2
417 Camboya,TOTAL,Cantabria,1
417 Camboya,TOTAL,Castilla y León,5
417 Camboya,TOTAL,Castilla-La Mancha,2
417 Camboya,TOTAL,Cataluña,7
417 Camboya,TOTAL,Comunitat Valenciana,3
417 Camboya,TOTAL,Extremadura,..
417 Camboya,TOTAL,Galicia,5
417 Camboya,TOTAL,Madrid,
417 Camboya,TOTAL,Murcia,
417 Camboya,TOTAL,Navarra,
417 Camboya,TOTAL,País Vasco,3
417 Camboya,TOTAL,Rioja,
417 Camboya,TOTAL,Ciudad autónoma de Ceuta,..
417 Camboya,TOTAL,Ciudad autónoma de Melilla,..
407 China,TOTAL,,3.979
407 China,TOTAL,Andalucía,427
407 China,TOTAL,Aragón,75
407 China,TOTAL,Asturias,
407 China,TOTAL,Balears,
407 China,TOTAL,Canarias,130
407 China,TOTAL,Cantabria,35
407 China,TOTAL,Castilla y León,160
407 China,TOTAL,Castilla-La Mancha,66
407 China,TOTAL,Cataluña,847
407 China,TOTAL,Comunitat Valenciana,371
407 China,TOTAL,Extremadura,32
407 China,TOTAL,Galicia,202
407 China,TOTAL,Madrid,
407 China,TOTAL,Murcia,
407 China,TOTAL,Navarra,
407 China,TOTAL,País Vasco,223
407 China,TOTAL,Rioja,
407 China,TOTAL,Ciudad autónoma de Ceuta,5
407 China,TOTAL,Ciudad autónoma de Melilla,2
430 Corea,TOTAL,,357
430 Corea,TOTAL,Andalucía,42
430 Corea,TOTAL,Aragón,6
430 Corea,TOTAL,Asturias,
430 Corea,TOTAL,Balears,
430 Corea,TOTAL,Canarias,39
430 Corea,TOTAL,Cantabria,4
430 Corea,TOTAL,Castilla y León,16
430 Corea,TOTAL,Castilla-La Mancha,4
430 Corea,TOTAL,Cataluña,68
430 Corea,TOTAL,Comunitat Valenciana,24
430 Corea,TOTAL,Extremadura,5
430 Corea,TOTAL,Galicia,14
430 Corea,TOTAL,Madrid,
430 Corea,TOTAL,Murcia,
430 Corea,TOTAL,Navarra,
430 Corea,TOTAL,País Vasco,20
430 Corea,TOTAL,Rioja,
430 Corea,TOTAL,Ciudad autónoma de Ceuta,..
430 Corea,TOTAL,Ciudad autónoma de Melilla,..
431 Corea Del Norte,TOTAL,,2
431 Corea Del Norte,TOTAL,Andalucía,..
431 Corea Del Norte,TOTAL,Aragón,..
431 Corea Del Norte,TOTAL,Asturias,
431 Corea Del Norte,TOTAL,Balears,
431 Corea Del Norte,TOTAL,Canarias,..
431 Corea Del Norte,TOTAL,Cantabria,..
431 Corea Del Norte,TOTAL,Castilla y León,..
431 Corea Del Norte,TOTAL,Castilla-La Mancha,..
431 Corea Del Norte,TOTAL,Cataluña,1
431 Corea Del Norte,TOTAL,Comunitat Valenciana,..
431 Corea Del Norte,TOTAL,Extremadura,..
431 Corea Del Norte,TOTAL,Galicia,..
431 Corea Del Norte,TOTAL,Madrid,
431 Corea Del Norte,TOTAL,Murcia,
431 Corea Del Norte,TOTAL,Navarra,
431 Corea Del Norte,TOTAL,País Vasco,..
431 Corea Del Norte,TOTAL,Rioja,
431 Corea Del Norte,TOTAL,Ciudad autónoma de Ceuta,..
431 Corea Del Norte,TOTAL,Ciudad autónoma de Melilla,..
408 Emiratos Árabes Unidos,TOTAL,,4.004
408 Emiratos Árabes Unidos,TOTAL,Andalucía,519
408 Emiratos Árabes Unidos,TOTAL,Aragón,61
408 Emiratos Árabes Unidos,TOTAL,Asturias,
408 Emiratos Árabes Unidos,TOTAL,Balears,
408 Emiratos Árabes Unidos,TOTAL,Canarias,160
408 Emiratos Árabes Unidos,TOTAL,Cantabria,53
408 Emiratos Árabes Unidos,TOTAL,Castilla y León,162
408 Emiratos Árabes Unidos,TOTAL,Castilla-La Mancha,77
408 Emiratos Árabes Unidos,TOTAL,Cataluña,691
408 Emiratos Árabes Unidos,TOTAL,Comunitat Valenciana,309
408 Emiratos Árabes Unidos,TOTAL,Extremadura,46
408 Emiratos Árabes Unidos,TOTAL,Galicia,162
408 Emiratos Árabes Unidos,TOTAL,Madrid,
408 Emiratos Árabes Unidos,TOTAL,Murcia,
408 Emiratos Árabes Unidos,TOTAL,Navarra,
408 Emiratos Árabes Unidos,TOTAL,País Vasco,123
408 Emiratos Árabes Unidos,TOTAL,Rioja,
408 Emiratos Árabes Unidos,TOTAL,Ciudad autónoma de Ceuta,3
408 Emiratos Árabes Unidos,TOTAL,Ciudad autónoma de Melilla,6
409 Filipinas,TOTAL,,3.534
409 Filipinas,TOTAL,Andalucía,215
409 Filipinas,TOTAL,Aragón,55
409 Filipinas,TOTAL,Asturias,
409 Filipinas,TOTAL,Balears,
409 Filipinas,TOTAL,Canarias,58
409 Filipinas,TOTAL,Cantabria,180
409 Filipinas,TOTAL,Castilla y León,98
409 Filipinas,TOTAL,Castilla-La Mancha,17
409 Filipinas,TOTAL,Cataluña,613
409 Filipinas,TOTAL,Comunitat Valenciana,126
409 Filipinas,TOTAL,Extremadura,12
409 Filipinas,TOTAL,Galicia,76
409 Filipinas,TOTAL,Madrid,
409 Filipinas,TOTAL,Murcia,
409 Filipinas,TOTAL,Navarra,
409 Filipinas,TOTAL,País Vasco,363
409 Filipinas,TOTAL,Rioja,
409 Filipinas,TOTAL,Ciudad autónoma de Ceuta,5
409 Filipinas,TOTAL,Ciudad autónoma de Melilla,3
410 India,TOTAL,,689
410 India,TOTAL,Andalucía,64
410 India,TOTAL,Aragón,18
410 India,TOTAL,Asturias,
410 India,TOTAL,Balears,
410 India,TOTAL,Canarias,138
410 India,TOTAL,Cantabria,6
410 India,TOTAL,Castilla y León,52
410 India,TOTAL,Castilla-La Mancha,13
410 India,TOTAL,Cataluña,107
410 India,TOTAL,Comunitat Valenciana,29
410 India,TOTAL,Extremadura,2
410 India,TOTAL,Galicia,16
410 India,TOTAL,Madrid,
410 India,TOTAL,Murcia,
410 India,TOTAL,Navarra,
410 India,TOTAL,País Vasco,41
410 India,TOTAL,Rioja,
410 India,TOTAL,Ciudad autónoma de Ceuta,2
410 India,TOTAL,Ciudad autónoma de Melilla,..
411 Indonesia,TOTAL,,483
411 Indonesia,TOTAL,Andalucía,60
411 Indonesia,TOTAL,Aragón,12
411 Indonesia,TOTAL,Asturias,
411 Indonesia,TOTAL,Balears,
411 Indonesia,TOTAL,Canarias,21
411 Indonesia,TOTAL,Cantabria,1
411 Indonesia,TOTAL,Castilla y León,12
411 Indonesia,TOTAL,Castilla-La Mancha,4
411 Indonesia,TOTAL,Cataluña,113
411 Indonesia,TOTAL,Comunitat Valenciana,40
411 Indonesia,TOTAL,Extremadura,1
411 Indonesia,TOTAL,Galicia,19
411 Indonesia,TOTAL,Madrid,
411 Indonesia,TOTAL,Murcia,
411 Indonesia,TOTAL,Navarra,
411 Indonesia,TOTAL,País Vasco,45
411 Indonesia,TOTAL,Rioja,
411 Indonesia,TOTAL,Ciudad autónoma de Ceuta,..
411 Indonesia,TOTAL,Ciudad autónoma de Melilla,..
412 Irak,TOTAL,,48
412 Irak,TOTAL,Andalucía,7
412 Irak,TOTAL,Aragón,1
412 Irak,TOTAL,Asturias,
412 Irak,TOTAL,Balears,
412 Irak,TOTAL,Canarias,2
412 Irak,TOTAL,Cantabria,..
412 Irak,TOTAL,Castilla y León,2
412 Irak,TOTAL,Castilla-La Mancha,1
412 Irak,TOTAL,Cataluña,7
412 Irak,TOTAL,Comunitat Valenciana,1
412 Irak,TOTAL,Extremadura,1
412 Irak,TOTAL,Galicia,..
412 Irak,TOTAL,Madrid,
412 Irak,TOTAL,Murcia,
412 Irak,TOTAL,Navarra,
412 Irak,TOTAL,País Vasco,3
412 Irak,TOTAL,Rioja,
412 Irak,TOTAL,Ciudad autónoma de Ceuta,..
412 Irak,TOTAL,Ciudad autónoma de Melilla,..
413 Irán,TOTAL,,94
413 Irán,TOTAL,Andalucía,10
413 Irán,TOTAL,Aragón,..
413 Irán,TOTAL,Asturias,
413 Irán,TOTAL,Balears,
413 Irán,TOTAL,Canarias,1
413 Irán,TOTAL,Cantabria,1
413 Irán,TOTAL,Castilla y León,2
413 Irán,TOTAL,Castilla-La Mancha,..
413 Irán,TOTAL,Cataluña,11
413 Irán,TOTAL,Comunitat Valenciana,7
413 Irán,TOTAL,Extremadura,..
413 Irán,TOTAL,Galicia,6
413 Irán,TOTAL,Madrid,
413 Irán,TOTAL,Murcia,
413 Irán,TOTAL,Navarra,
413 Irán,TOTAL,País Vasco,4
413 Irán,TOTAL,Rioja,
413 Irán,TOTAL,Ciudad autónoma de Ceuta,..
413 Irán,TOTAL,Ciudad autónoma de Melilla,..
414 Israel,TOTAL,,3.518
414 Israel,TOTAL,Andalucía,333
414 Israel,TOTAL,Aragón,21
414 Israel,TOTAL,Asturias,
414 Israel,TOTAL,Balears,
414 Israel,TOTAL,Canarias,44
414 Israel,TOTAL,Cantabria,10
414 Israel,TOTAL,Castilla y León,49
414 Israel,TOTAL,Castilla-La Mancha,25
414 Israel,TOTAL,Cataluña,703
414 Israel,TOTAL,Comunitat Valenciana,83
414 Israel,TOTAL,Extremadura,8
414 Israel,TOTAL,Galicia,33
414 Israel,TOTAL,Madrid,
414 Israel,TOTAL,Murcia,
414 Israel,TOTAL,Navarra,
414 Israel,TOTAL,País Vasco,32
414 Israel,TOTAL,Rioja,
414 Israel,TOTAL,Ciudad autónoma de Ceuta,105
414 Israel,TOTAL,Ciudad autónoma de Melilla,679
415 Japón,TOTAL,,2.178
415 Japón,TOTAL,Andalucía,310
415 Japón,TOTAL,Aragón,59
415 Japón,TOTAL,Asturias,
415 Japón,TOTAL,Balears,
415 Japón,TOTAL,Canarias,63
415 Japón,TOTAL,Cantabria,26
415 Japón,TOTAL,Castilla y León,160
415 Japón,TOTAL,Castilla-La Mancha,34
415 Japón,TOTAL,Cataluña,463
415 Japón,TOTAL,Comunitat Valenciana,180
415 Japón,TOTAL,Extremadura,25
415 Japón,TOTAL,Galicia,108
415 Japón,TOTAL,Madrid,
415 Japón,TOTAL,Murcia,
415 Japón,TOTAL,Navarra,
415 Japón,TOTAL,País Vasco,92
415 Japón,TOTAL,Rioja,
415 Japón,TOTAL,Ciudad autónoma de Ceuta,2
415 Japón,TOTAL,Ciudad autónoma de Melilla,2
416 Jordania,TOTAL,,876
416 Jordania,TOTAL,Andalucía,92
416 Jordania,TOTAL,Aragón,32
416 Jordania,TOTAL,Asturias,
416 Jordania,TOTAL,Balears,
416 Jordania,TOTAL,Canarias,286
416 Jordania,TOTAL,Cantabria,8
416 Jordania,TOTAL,Castilla y León,34
416 Jordania,TOTAL,Castilla-La Mancha,8
416 Jordania,TOTAL,Cataluña,58
416 Jordania,TOTAL,Comunitat Valenciana,72
416 Jordania,TOTAL,Extremadura,4
416 Jordania,TOTAL,Galicia,30
416 Jordania,TOTAL,Madrid,
416 Jordania,TOTAL,Murcia,
416 Jordania,TOTAL,Navarra,
416 Jordania,TOTAL,País Vasco,13
416 Jordania,TOTAL,Rioja,
416 Jordania,TOTAL,Ciudad autónoma de Ceuta,..
416 Jordania,TOTAL,Ciudad autónoma de Melilla,6
443 Kazajstán,TOTAL,,58
443 Kazajstán,TOTAL,Andalucía,8
443 Kazajstán,TOTAL,Aragón,3
443 Kazajstán,TOTAL,Asturias,
443 Kazajstán,TOTAL,Balears,
443 Kazajstán,TOTAL,Canarias,2
443 Kazajstán,TOTAL,Cantabria,..
443 Kazajstán,TOTAL,Castilla y León,5
443 Kazajstán,TOTAL,Castilla-La Mancha,4
443 Kazajstán,TOTAL,Cataluña,5
443 Kazajstán,TOTAL,Comunitat Valenciana,2
443 Kazajstán,TOTAL,Extremadura,1
443 Kazajstán,TOTAL,Galicia,1
443 Kazajstán,TOTAL,Madrid,
443 Kazajstán,TOTAL,Murcia,
443 Kazajstán,TOTAL,Navarra,
443 Kazajstán,TOTAL,País Vasco,2
443 Kazajstán,TOTAL,Rioja,
443 Kazajstán,TOTAL,Ciudad autónoma de Ceuta,..
443 Kazajstán,TOTAL,Ciudad autónoma de Melilla,..
444 Kirguistán,TOTAL,,3
444 Kirguistán,TOTAL,Andalucía,1
444 Kirguistán,TOTAL,Aragón,..
444 Kirguistán,TOTAL,Asturias,
444 Kirguistán,TOTAL,Balears,
444 Kirguistán,TOTAL,Canarias,..
444 Kirguistán,TOTAL,Cantabria,..
